"show_id","type","title","release_year","rating","content_rating","tomatometer_status","tomatometer_rating","tomatometer_count","audience_status","audience_rating","audience_count","gender","num_of_gender","num_of_casts","gender_rato_percentage"
"s1689","Movie","Deidra & Laney Rob a Train",2017,"TV-14","NR","Fresh",92,24,"Spilled",57,237,"Male",3,11,27
"s1945","Movie","El Camino Christmas",2017,"TV-MA","NR","Rotten",40,5,"Spilled",39,232,"Male",4,5,80
"s2315","Movie","Fun Mom Dinner",2017,"R","R","Rotten",32,28,"Spilled",35,260,"Male",4,8,50
"s2380","Movie","Gerald's Game",2017,"TV-MA","NR","Certified-Fresh",91,76,"Upright",71,3730,"Male",2,4,50
"s2427","Movie","Girlfriend's Day",2017,"TV-MA","NR","Rotten",43,7,"Spilled",37,210,"Male",13,16,81
"s2491","Movie","Good Time",2017,"R","R","Certified-Fresh",92,238,"Upright",81,9189,"Male",1,2,50
"s2597","Movie","Hangman",2017,"R","NR","Fresh",100,6,"Spilled",33,137,"Male",5,18,28
"s2597","Movie","Hangman",2017,"R","R","Rotten",4,23,"Spilled",30,483,"Male",5,18,28
"s2718","Movie","Hickok",2017,"TV-MA","NR","Rotten",57,7,"Spilled",18,162,"Male",4,6,67
"s2817","Movie","Hostiles",2017,"R","R","Fresh",70,220,"Upright",75,5461,"Male",11,12,92
"s3254","Movie","Justice",2017,"R","R","Fresh",67,9,"",NA,NA,"Male",6,8,75
"s3366","Movie","Kickboxer: Retaliation",2017,"R","R","Fresh",92,13,"Upright",69,472,"Male",5,6,83
"s3459","Movie","Krystal",2017,"R","R","Rotten",14,22,"Spilled",44,136,"Male",5,9,56
"s3513","Movie","Lady Bird",2017,"R","R","Certified-Fresh",99,391,"Upright",79,22610,"Male",5,9,56
"s3660","Movie","Little Evil",2017,"TV-MA","NR","Fresh",92,12,"Spilled",47,1107,"Male",4,8,50
"s4068","Movie","Michael Bolton's Big, Sexy Valentine's Day Special",2017,"TV-MA","NR","Fresh",100,5,"Upright",62,74,"Male",18,25,72
"s4164","Movie","Mohawk",2017,"TV-MA","NR","Certified-Fresh",84,43,"Spilled",28,218,"Male",5,6,83
"s4271","Movie","Mudbound",2017,"R","R","Certified-Fresh",97,197,"Upright",85,5833,"Male",3,5,60
"s4394","Movie","Naked",2017,"TV-14","NR","Rotten",0,8,"Spilled",31,567,"Male",4,8,50
"s4455","Movie","Newness",2017,"TV-MA","NR","Fresh",69,16,"Upright",60,346,"Male",3,5,60
"s4542","Movie","November Criminals",2017,"PG-13","PG-13","Rotten",0,11,"Spilled",23,786,"Male",7,10,70
"s4700","Movie","Our Souls at Night",2017,"TV-14","NR","Certified-Fresh",88,42,"Upright",75,1006,"Male",3,7,43
"s4707","TV Show","Outlander",2017,"TV-MA","R","Rotten",37,62,"Spilled",44,46883,"Male",11,15,73
"s5253","Movie","Roger Corman's Death Race 2050",2017,"R","R","Fresh",88,8,"Spilled",33,395,"Male",2,5,40
"s5374","Movie","Sand Castle",2017,"TV-MA","NR","Rotten",47,17,"Spilled",44,589,"Male",6,6,100
"s5376","Movie","Sandy Wexler",2017,"TV-14","NR","Rotten",27,22,"Spilled",39,911,"Male",8,9,89
"s5408","Movie","Saturday Church",2017,"TV-MA","NR","Fresh",93,29,"Upright",75,214,"Male",1,2,50
"s5411","Movie","Savage Dog",2017,"TV-MA","NR","Fresh",69,13,"Spilled",42,137,"Male",5,5,100
"s5584","Movie","Shot Caller",2017,"R","R","Fresh",69,48,"Upright",80,3821,"Male",8,9,89
"s5675","Movie","Small Town Crime",2017,"R","R","Fresh",77,35,"Upright",67,646,"Male",8,11,73
"s5703","Movie","Some Freaks",2017,"TV-MA","NR","Fresh",92,12,"Upright",71,559,"Male",1,4,25
"s5712","TV Show","Somewhere Between",2017,"TV-14","NR","Fresh",88,24,"Upright",86,491,"Male",3,7,43
"s5748","Movie","Speech & Debate",2017,"PG-13","PG-13","Rotten",55,11,"Spilled",47,152,"Male",4,8,50
"s5890","Movie","Super Dark Times",2017,"TV-MA","NR","Certified-Fresh",90,48,"Upright",72,2733,"Male",2,2,100
"s6103","Movie","The Babysitter",2017,"TV-MA","NR","Fresh",72,29,"Upright",61,2334,"Male",4,18,22
"s6103","Movie","The Babysitter",2017,"TV-MA","R","Rotten",17,6,"Spilled",16,4844,"Male",4,18,22
"s6107","Movie","The Bachelors",2017,"TV-14","NR","Fresh",83,18,"Upright",74,323,"Male",6,9,67
"s6112","Movie","The Ballad of Lefty Brown",2017,"R","R","Fresh",79,28,"Spilled",54,587,"Male",5,6,83
"s6202","Movie","The Case for Christ",2017,"TV-PG","PG","Rotten",59,27,"Upright",87,47,"Male",4,6,67
"s6226","Movie","The Clapper",2017,"R","R","Rotten",23,26,"Spilled",31,261,"Male",5,8,62
"s6303","Movie","The Disaster Artist",2017,"R","R","Certified-Fresh",91,345,"Upright",85,15204,"Male",7,12,58
"s6306","Movie","The Discovery",2017,"TV-MA","NR","Rotten",45,62,"Spilled",43,1287,"Male",4,6,67
"s6333","Movie","The Endless",2017,"TV-MA","NR","Certified-Fresh",92,128,"Upright",67,3561,"Male",4,5,80
"s6363","Movie","The Florida Project",2017,"R","R","Certified-Fresh",96,308,"Upright",80,13337,"Male",2,2,100
"s6402","Movie","The Good Catholic",2017,"PG-13","PG-13","Rotten",46,13,"Upright",81,216,"Male",2,2,100
"s6486","Movie","The Incredible Jessica James",2017,"TV-MA","NR","Certified-Fresh",88,59,"Upright",66,807,"Male",1,5,20
"s6526","Movie","The Keeping Hours",2017,"PG-13","PG-13","Fresh",80,5,"Upright",71,117,"Male",2,8,25
"s6625","Movie","The Lovers",2017,"R","R","Rotten",8,13,"Spilled",20,1307,"Male",3,6,50
"s6663","Movie","The Meyerowitz Stories (New and Selected)",2017,"TV-MA","NR","Certified-Fresh",92,183,"Upright",72,5508,"Male",5,11,45
"s6734","Movie","The Outcasts",2017,"TV-14","PG-13","Rotten",56,9,"Spilled",47,2891,"Male",1,7,14
"s6847","Movie","The Saint",2017,"TV-14","PG-13","Rotten",30,46,"Upright",63,67535,"Male",8,10,80
"s6914","Movie","The Super",2017,"R","R","Rotten",0,9,"Spilled",43,6946,"Male",4,18,22
"s6914","Movie","The Super",2017,"R","R","Rotten",40,10,"Upright",64,276,"Male",4,18,22
"s6944","Movie","The Tribes of Palos Verdes",2017,"R","R","Fresh",64,22,"Spilled",58,259,"Male",5,9,56
"s6978","Movie","The Vault",2017,"TV-MA","NR","Rotten",25,28,"Spilled",26,536,"Male",2,4,50
"s7059","Movie","Thor: Ragnarok",2017,"PG-13","PG-13","Certified-Fresh",93,426,"Upright",87,94666,"Male",15,18,83
"s7098","Movie","Time Trap",2017,"TV-14","NR","Rotten",58,12,"Upright",65,758,"Male",3,3,100
"s7118","Movie","To the Bone",2017,"TV-MA","NR","Fresh",72,64,"Upright",64,4443,"Male",2,9,22
"s7186","Movie","Tramps",2017,"TV-MA","NR","Fresh",95,22,"Upright",68,629,"Male",3,5,60
"s7470","Movie","Walking Out",2017,"PG-13","PG-13","Certified-Fresh",90,49,"Spilled",56,867,"Male",4,5,80
"s7480","Movie","War Machine",2017,"TV-MA","NR","Rotten",48,92,"Spilled",34,5491,"Male",7,7,100
"s7576","Movie","Wheelman",2017,"TV-MA","NR","Fresh",88,24,"Upright",66,786,"Male",4,6,67
"s7630","Movie","Win It All",2017,"TV-MA","NR","Certified-Fresh",85,40,"Spilled",55,690,"Male",3,3,100
"s7658","Movie","Woodshock",2017,"R","R","Rotten",24,55,"Spilled",24,1109,"Male",2,4,50
"s7660","Movie","Woody Woodpecker",2017,"PG","PG","Rotten",13,8,"Spilled",32,210,"Male",4,5,80
"s7730","Movie","You Get Me",2017,"TV-MA","NR","",NA,NA,"Spilled",27,532,"Male",1,7,14
"s84","Movie","20th Century Women",2016,"R","R","Certified-Fresh",88,222,"Upright",74,12959,"Male",2,5,40
"s152","Movie","A Boy Called Po",2016,"PG","PG","Rotten",31,13,"Upright",80,102,"Male",5,8,62
"s191","Movie","A Kind of Murder",2016,"R","R","Rotten",35,17,"Spilled",14,503,"Male",3,6,50
"s756","Movie","Barry",2016,"TV-MA","NR","Certified-Fresh",80,46,"Spilled",52,882,"Male",4,7,57
"s765","Movie","Batman: The Killing Joke",2016,"R","R","Rotten",40,40,"Spilled",46,9753,"Male",6,7,86
"s999","Movie","Blue Jay",2016,"TV-MA","NR","Fresh",91,32,"Upright",77,2392,"Male",2,3,67
"s1081","Movie","Brave New Jersey",2016,"TV-MA","NR","Rotten",47,19,"Spilled",37,158,"Male",4,7,57
"s1152","Movie","Buster's Mal Heart",2016,"TV-MA","NR","Fresh",70,50,"Spilled",56,2023,"Male",5,9,56
"s1162","Movie","Cabin Fever",2016,"R","R","Fresh",62,140,"Spilled",44,250223,"Male",3,10,30
"s1162","Movie","Cabin Fever",2016,"R","R","Rotten",0,28,"Spilled",12,695,"Male",3,10,30
"s1228","Movie","Carrie Pilby",2016,"TV-MA","NR","Fresh",62,26,"Upright",73,1078,"Male",5,7,71
"s1246","Movie","Catfight",2016,"TV-MA","NR","Fresh",73,60,"Spilled",43,1152,"Male",4,8,50
"s1375","Movie","Chronically Metropolitan",2016,"TV-MA","NR","Rotten",40,10,"Spilled",38,49,"Male",3,6,50
"s1796","Movie","Dog Eat Dog",2016,"TV-MA","NR","Rotten",50,70,"Spilled",18,716,"Male",4,6,67
"s1821","Movie","Don't Think Twice",2016,"R","R","Certified-Fresh",98,135,"Upright",69,19250,"Male",4,6,67
"s1988","Movie","Emelie",2016,"TV-MA","NR","Fresh",88,34,"Spilled",41,1590,"Male",2,5,40
"s2260","Movie","Frank & Lola",2016,"TV-MA","NR","Fresh",69,42,"Spilled",42,2390,"Male",3,7,43
"s2275","Movie","Free State of Jones",2016,"R","R","Rotten",47,187,"Upright",64,20821,"Male",6,8,75
"s2283","TV Show","Frequency",2016,"TV-14","PG-13","Certified-Fresh",70,125,"Upright",81,135884,"Male",5,7,71
"s2293","TV Show","From Dusk Till Dawn",2016,"TV-MA","R","Fresh",62,50,"Upright",76,273797,"Male",6,7,86
"s2481","Movie","Good Kids",2016,"R","R","Rotten",33,6,"Spilled",41,403,"Male",4,7,57
"s2528","Movie","Greater",2016,"PG","PG","Fresh",67,15,"Upright",85,3160,"Male",7,8,88
"s2691","Movie","Hell or High Water",2016,"R","R","Certified-Fresh",97,280,"Upright",88,40088,"Male",6,9,67
"s2878","Movie","Hush",2016,"R","NR","Rotten",50,8,"Spilled",37,1587,"Male",2,9,22
"s2878","Movie","Hush",2016,"R","PG-13","Rotten",12,41,"Spilled",35,8190,"Male",2,9,22
"s2878","Movie","Hush",2016,"R","R","Certified-Fresh",93,40,"Upright",73,6681,"Male",2,9,22
"s2907","Movie","I Am Wrath",2016,"R","R","Rotten",11,9,"Spilled",33,1450,"Male",6,8,75
"s2960","Movie","In a Valley of Violence",2016,"R","R","Certified-Fresh",77,69,"Spilled",51,4096,"Male",6,8,75
"s2979","Movie","Incarnate",2016,"PG-13","PG-13","Rotten",17,35,"Spilled",23,3325,"Male",4,8,50
"s3347","Movie","Kevin Hart: What Now?",2016,"R","R","Fresh",76,59,"Spilled",58,10366,"Male",4,5,80
"s3367","Movie","Kickboxer: Vengeance",2016,"TV-MA","NR","Rotten",39,33,"Spilled",43,1120,"Male",6,8,75
"s3382","Movie","Kill Ratio",2016,"TV-MA","NR","Rotten",0,5,"Spilled",18,47,"Male",1,2,50
"s3750","Movie","Love Beats Rhymes",2016,"R","R","Rotten",44,9,"Upright",68,83,"Male",1,4,25
"s3979","Movie","Mascots",2016,"TV-MA","NR","Rotten",49,47,"Spilled",36,667,"Male",10,15,67
"s4042","Movie","Mercy",2016,"TV-MA","R","Rotten",43,14,"Spilled",56,403,"Male",5,7,71
"s4223","Movie","Moonlight",2016,"R","R","Certified-Fresh",98,384,"Upright",79,45533,"Male",5,12,42
"s4223","Movie","Moonlight",2016,"R","R","Fresh",60,10,"Upright",67,1430,"Male",5,12,42
"s4250","Movie","Mr. Church",2016,"PG-13","PG-13","Rotten",24,33,"Upright",80,4653,"Male",4,8,50
"s4315","Movie","My Entire High School Sinking Into the Sea",2016,"PG-13","PG-13","Certified-Fresh",85,71,"Spilled",56,527,"Male",5,9,56
"s4504","Movie","Nocturnal Animals",2016,"R","R","Certified-Fresh",74,296,"Upright",73,30150,"Male",6,11,55
"s4511","Movie","Norman Lear: Just Another Version of You",2016,"TV-MA","NR","Certified-Fresh",86,43,"Upright",67,492,"Male",6,8,75
"s4580","Movie","Officer Downe",2016,"R","R","Rotten",33,12,"Spilled",30,173,"Male",4,7,57
"s4665","Movie","Opening Night",2016,"TV-MA","PG-13","Fresh",96,27,"Upright",91,4352,"Male",5,8,62
"s4675","Movie","Operator",2016,"TV-MA","NR","Fresh",100,6,"Upright",60,426,"Male",2,4,50
"s4682","Movie","Ordinary World",2016,"TV-14","NR","Rotten",47,17,"Spilled",46,464,"Male",6,10,60
"s5074","Movie","Rainbow Time",2016,"TV-MA","NR","Fresh",67,15,"Spilled",48,67,"Male",3,4,75
"s5126","Movie","Rebirth",2016,"TV-MA","PG","Fresh",92,13,"Upright",79,135,"Male",7,9,78
"s5977","Movie","Tallulah",2016,"TV-MA","NR","Certified-Fresh",85,54,"Upright",69,3370,"Male",4,8,50
"s6013","Movie","Teenage Cocktail",2016,"TV-MA","NR","Fresh",100,5,"Spilled",51,259,"Male",3,6,50
"s6025","Movie","Term Life",2016,"R","R","Rotten",0,7,"Spilled",32,1498,"Male",8,10,80
"s6108","Movie","The Bad Batch",2016,"R","R","Rotten",47,98,"Spilled",30,2868,"Male",4,6,67
"s6271","Movie","The Darkness",2016,"PG-13","PG-13","Rotten",3,33,"Spilled",19,6724,"Male",4,7,57
"s6319","Movie","The Duel",2016,"R","R","Rotten",26,19,"Spilled",30,1146,"Male",5,7,71
"s6341","Movie","The Eyes of My Mother",2016,"R","R","Certified-Fresh",78,99,"Spilled",57,3283,"Male",2,6,33
"s6368","Movie","The Forest",2016,"PG-13","PG-13","Rotten",10,137,"Spilled",22,14614,"Male",2,4,50
"s6379","Movie","The Fundamentals of Caring",2016,"TV-MA","NR","Fresh",77,35,"Upright",83,5941,"Male",4,6,67
"s6405","Movie","The Good Neighbor",2016,"TV-MA","NR","Rotten",29,14,"Spilled",46,927,"Male",4,8,50
"s6458","Movie","The Hollow Point",2016,"R","R","Rotten",40,15,"Spilled",31,428,"Male",4,5,80
"s6559","Movie","The Last Face",2016,"R","R","Rotten",8,48,"Spilled",33,577,"Male",3,6,50
"s6575","Movie","The Late Bloomer",2016,"R","R","Rotten",20,10,"Spilled",22,450,"Male",5,9,56
"s6890","Movie","The Space Between Us",2016,"PG-13","PG-13","Rotten",16,135,"Spilled",54,14410,"Male",3,6,50
"s6929","Movie","The Tiger Hunter",2016,"TV-14","NR","Fresh",78,18,"Upright",79,652,"Male",7,8,88
"s7028","Movie","The Young Messiah",2016,"PG-13","PG","Rotten",49,39,"Upright",66,5950,"Male",3,4,75
"s7228","Movie","Triple 9",2016,"R","R","Rotten",54,181,"Spilled",41,19660,"Male",7,10,70
"s7378","Movie","USS Indianapolis: Men of Courage",2016,"R","R","Rotten",17,12,"Spilled",30,2226,"Male",9,9,100
"s7423","Movie","Vincent N Roxxy",2016,"R","R","Rotten",41,17,"Upright",65,256,"Male",3,5,60
"s7464","Movie","Wakefield",2016,"R","R","Certified-Fresh",72,69,"Spilled",52,6893,"Male",3,5,60
"s7653","Movie","Wolves",2016,"R","R","Rotten",25,20,"Spilled",32,677,"Male",5,14,36
"s7653","Movie","Wolves",2016,"R","R","Rotten",33,27,"Spilled",45,155,"Male",5,14,36
"s7686","Movie","XOXO",2016,"TV-MA","NR","Fresh",71,7,"Spilled",52,520,"Male",4,6,67
"s7715","Movie","Yoga Hosers",2016,"PG-13","PG-13","Rotten",23,60,"Spilled",35,4615,"Male",8,10,80
"s99","Movie","3 Generations",2015,"PG-13","PG-13","Rotten",32,44,"Spilled",44,2711,"Male",2,8,25
"s129","Movie","6 Years",2015,"TV-MA","NR","Fresh",69,13,"Spilled",35,776,"Male",4,8,50
"s514","Movie","Anesthesia",2015,"R","R","Rotten",25,44,"Spilled",50,730,"Male",6,12,50
"s970","Movie","Blackway",2015,"PG-13","R","Rotten",20,5,"Spilled",28,879,"Male",8,9,89
"s1395","Movie","Circle",2015,"TV-MA","NR","Rotten",50,6,"Spilled",42,1444,"Male",7,11,64
"s1500","Movie","Cop Car",2015,"R","R","Certified-Fresh",80,86,"Spilled",53,7424,"Male",3,5,60
"s1604","Movie","Danny Says",2015,"TV-MA","NR","Fresh",74,31,"Spilled",51,172,"Male",3,3,100
"s1811","Movie","Don Verdean",2015,"PG-13","PG-13","Rotten",29,38,"Spilled",23,1424,"Male",4,6,67
"s2199","Movie","Five Nights in Maine",2015,"TV-MA","NR","Rotten",28,29,"Spilled",30,128,"Male",2,6,33
"s2533","Movie","Green Room",2015,"R","R","Certified-Fresh",91,237,"Upright",75,21801,"Male",7,9,78
"s2601","TV Show","Hannibal",2015,"TV-MA","R","Rotten",39,171,"Upright",62,403137,"Male",5,8,62
"s2896","Movie","I Am Michael",2015,"TV-MA","NR","Fresh",64,36,"Spilled",37,3599,"Male",5,8,62
"s2921","Movie","I'll See You in My Dreams",2015,"PG-13","PG-13","Certified-Fresh",93,91,"Upright",68,12162,"Male",3,9,33
"s3145","Movie","Jem and the Holograms",2015,"PG","PG","Rotten",22,79,"Spilled",40,6093,"Male",1,2,50
"s3642","Movie","Lila & Eve",2015,"R","R","Rotten",40,40,"Spilled",41,1476,"Male",5,9,56
"s3918","Movie","Manson Family Vacation",2015,"TV-MA","NR","Fresh",100,14,"Spilled",56,433,"Male",3,4,75
"s4153","Movie","Mississippi Grind",2015,"R","R","Certified-Fresh",91,118,"Spilled",55,8518,"Male",3,7,43
"s4166","Movie","Mojave",2015,"R","R","Rotten",31,65,"Spilled",29,391,"Male",5,6,83
"s4428","Movie","Natural Selection",2015,"R","R","Fresh",74,35,"Upright",68,1073,"Male",3,6,50
"s5172","Movie","Results",2015,"R","R","Certified-Fresh",84,95,"Spilled",36,3583,"Male",4,7,57
"s5202","TV Show","Richie Rich",2015,"TV-G","PG","Rotten",24,21,"Spilled",31,228300,"Male",1,2,50
"s5662","Movie","Sleeping with Other People",2015,"R","R","Fresh",63,131,"Spilled",57,8802,"Male",3,6,50
"s5770","Movie","Spotlight",2015,"R","R","Certified-Fresh",97,367,"Upright",93,70385,"Male",8,9,89
"s6063","Movie","The Adderall Diaries",2015,"R","R","Rotten",23,35,"Spilled",28,629,"Male",9,11,82
"s6300","Movie","The Diabolical",2015,"TV-MA","NR","Rotten",40,10,"Spilled",19,440,"Male",4,6,67
"s6435","Movie","The Hateful Eight",2015,"R","R","Certified-Fresh",75,332,"Upright",76,73440,"Male",7,11,64
"s6506","Movie","The Invitation",2015,"TV-MA","NR","Certified-Fresh",88,104,"Upright",69,13734,"Male",4,8,50
"s6661","TV Show","The Messengers",2015,"TV-14","PG-13","Rotten",12,84,"Spilled",44,491937,"Male",2,3,67
"s6843","Movie","The Runner",2015,"R","R","Rotten",24,38,"Spilled",22,1255,"Male",4,7,57
"s6853","Movie","The Sea of Trees",2015,"PG-13","PG-13","Rotten",17,52,"Spilled",42,2255,"Male",3,5,60
"s6904","Movie","The Stanford Prison Experiment",2015,"R","R","Certified-Fresh",84,99,"Upright",75,13818,"Male",8,9,89
"s6947","Movie","The Trust",2015,"R","R","Fresh",63,46,"Spilled",29,2563,"Male",5,6,83
"s6977","Movie","The Vatican Tapes",2015,"PG-13","PG-13","Rotten",20,45,"Spilled",59,3162,"Male",7,9,78
"s7167","Movie","Tracers",2015,"PG-13","PG-13","Rotten",24,29,"Spilled",37,5182,"Male",4,5,80
"s7257","Movie","Trumbo",2015,"R","PG-13","Certified-Fresh",83,54,"Upright",78,36047,"Male",6,18,33
"s7257","Movie","Trumbo",2015,"R","R","Certified-Fresh",74,205,"Upright",79,22825,"Male",6,18,33
"s7543","TV Show","Wet Hot American Summer",2015,"TV-MA","R","Rotten",38,76,"Upright",76,39653,"Male",21,29,72
"s7590","Movie","While We're Young",2015,"R","R","Certified-Fresh",84,205,"Spilled",51,20647,"Male",6,10,60
"s66","Movie","13 Sins",2014,"R","R","Fresh",65,43,"Spilled",45,4527,"Male",4,5,80
"s119","Movie","5 Flights Up",2014,"PG-13","PG-13","Rotten",46,63,"Spilled",43,2838,"Male",3,8,38
"s121","Movie","5 to 7",2014,"R","R","Fresh",70,56,"Upright",71,2374,"Male",3,6,50
"s592","Movie","As Above, So Below",2014,"R","R","Rotten",26,77,"Spilled",40,22353,"Male",2,3,67
"s908","Movie","Big Stone Gap",2014,"PG-13","PG-13","Rotten",38,21,"Spilled",53,1224,"Male",6,15,40
"s1191","Movie","Camp X-Ray",2014,"R","R","Certified-Fresh",75,59,"Upright",63,5194,"Male",3,5,60
"s1303","Movie","Chef",2014,"R","R","Certified-Fresh",87,189,"Upright",85,59852,"Male",8,11,73
"s1558","Movie","Cut Bank",2014,"R","R","Rotten",37,38,"Spilled",29,2187,"Male",5,7,71
"s1806","Movie","Dolphin Tale 2",2014,"PG","PG","Fresh",66,87,"Upright",72,28066,"Male",6,10,60
"s1905","Movie","Earth to Echo",2014,"PG","PG","Rotten",50,125,"Spilled",47,33968,"Male",2,4,50
"s2455","Movie","God's Not Dead",2014,"PG","PG","Rotten",12,25,"Upright",75,41386,"Male",4,7,57
"s2482","Movie","Good Kill",2014,"R","R","Certified-Fresh",75,124,"Spilled",49,8946,"Male",5,7,71
"s2852","Movie","How to Train Your Dragon 2",2014,"PG","PG","Certified-Fresh",91,186,"Upright",90,188572,"Male",8,11,73
"s2958","Movie","Imperial Dreams",2014,"TV-MA","NR","Fresh",92,12,"Upright",83,634,"Male",4,6,67
"s3158","Movie","Jersey Boys",2014,"R","R","Rotten",51,220,"Upright",62,25505,"Male",5,6,83
"s3384","Movie","Kill the Messenger",2014,"R","R","Certified-Fresh",77,128,"Upright",69,16615,"Male",8,11,73
"s3624","Movie","Life After Beth",2014,"R","R","Rotten",44,95,"Spilled",30,7100,"Male",5,9,56
"s3687","Movie","Lizzie Borden Took an Ax",2014,"TV-14","NR","Rotten",40,15,"Spilled",34,437,"Male",4,8,50
"s3903","Movie","Manglehorn",2014,"PG-13","PG-13","Rotten",51,85,"Spilled",24,1560,"Male",2,3,67
"s4056","TV Show","Metallica: Some Kind of Monster",2014,"TV-MA","R","Certified-Fresh",89,123,"Upright",83,23676,"Male",3,3,100
"s4254","Movie","Mr. Peabody & Sherman",2014,"PG","PG","Certified-Fresh",81,137,"Upright",73,73286,"Male",7,11,64
"s4284","Movie","Muppets Most Wanted",2014,"PG","PG","Certified-Fresh",80,199,"Spilled",58,65051,"Male",7,8,88
"s4470","Movie","Nightcrawler",2014,"R","R","Certified-Fresh",95,271,"Upright",85,86158,"Male",6,9,67
"s4560","Movie","Obvious Child",2014,"R","R","Certified-Fresh",90,165,"Upright",72,16202,"Male",4,10,40
"s5449","Movie","Search Party",2014,"R","R","Rotten",11,19,"Spilled",31,1603,"Male",4,7,57
"s5825","Movie","Stonehearst Asylum",2014,"PG-13","PG-13","Rotten",54,56,"Spilled",49,5105,"Male",7,10,70
"s6723","Movie","The One I Love",2014,"R","R","Certified-Fresh",82,93,"Upright",76,10135,"Male",2,3,67
"s6759","Movie","The Pirate Fairy",2014,"G","G","Fresh",81,21,"Upright",70,3351,"Male",7,15,47
"s6870","Movie","The Signal",2014,"PG-13","PG-13","Fresh",61,90,"Spilled",38,14733,"Male",3,10,30
"s6870","Movie","The Signal",2014,"PG-13","R","Rotten",59,70,"Spilled",58,9740,"Male",3,10,30
"s7276","Movie","Tusk",2014,"R","R","Rotten",45,131,"Spilled",36,12341,"Male",5,5,100
"s7642","Movie","Wish I Was Here",2014,"R","R","Rotten",47,129,"Spilled",59,17437,"Male",7,10,70
